thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[討論] 大家對眼袋手術價格接受度？,https://www.pttweb.cc/bbs/facelift/M.1689525788.A.523,,2023-07-17T00:43:00,我問到的有少至兩萬初，高到六萬多的價格 這個價格還不包含補脂肪 聽到的時候真的嚇到我 對於太便宜的，看到價格其實超心動 但是又很擔憂醫生技術 太貴的也不負擔不起,但是又很擔憂醫生,,
[問題] 補淚溝完多久能戴蛙鏡游泳？,https://www.pttweb.cc/bbs/facelift/M.1689320450.A.AE8,,2023-07-14T15:40:00,請問大家玻尿酸補淚溝，多久之後可以戴蛙鏡游泳呢？ 診所和我說要兩個禮拜，但是我問他們兩個禮拜後戴蛙鏡沒有關係嗎？他們也沒有很確定 的回覆 因為怕會壓出痕跡，大家都多久才開始游泳呢？ 謝謝,,之後可以戴蛙鏡游泳呢？ 診所和我說要兩個禮拜,
[問題] 想要解決淚溝與眼下細紋,https://www.pttweb.cc/bbs/facelift/M.1689135479.A.216,,2023-07-12T12:17:00,每次看到YT好多網紅的皮膚都很好 個人是很羨慕又忌妒?! 雖說在保養， 但好像不能解決淚溝跟眼下一堆小細紋的問題... 查了查資料還是決定來做醫美比較快 也有存了一筆錢 想說要改善淚溝跟小細紋的話 目前在猶豫熊貓針跟玻尿酸 但我看到有人打了玻尿酸有跑出廷得耳效應、熊貓針則是很吃醫生的技術 在想可能也跟體質有關 想說先問問大部分的人都打什麼比較多? 哪個效果比較符合期待?,貓針則是很吃醫生,查了查資料還是決定來做醫美,
[問題] 想要解決淚溝與眼下細紋,https://www.pttweb.cc/bbs/facelift/M.1689135479.A.216,,2023-07-12T12:17:00,", 16 F 淚溝我是去愛惟美診所找劉醫師用女 07/12 16:55 , 16 F → laieljngiiu7 07/12 16:55,",惟美診所找劉醫師,淚溝我是去愛惟美診所,
[問題] 想要解決淚溝與眼下細紋,https://www.pttweb.cc/bbs/facelift/M.1689135479.A.216,,2023-07-12T12:17:00,"推 Communique02 07/25 11:13, , 32 F 我有打艾麗斯 打完皮膚也變超好的 07/25 11:13 , 32 F → Communique02 07/25 11:13, , 33 F 細紋也不見 舒顏萃跟熊貓針 我都不 07/25 11:13 , 33 F → Communique02 07/25 11:13, , 34 F 推啦 長的太慢 而且效果也不明顯.. 07/25 11:13 , 34 F 推 wobudon 07/25 13:53, , 35 F 我打熊貓針效果很好 07/2...",我找曾o聞醫師,,
[問題] 用洢蓮絲打淚溝這樣正常嗎？,https://www.pttweb.cc/bbs/facelift/M.1688292310.A.8AA,,2023-07-02T18:05:00,", 1 F ellanse 醫生不幫我打淚溝，好像有風 07/02 18:22 , 1 F → Angelfly77 07/02 18:22,",,,
[問題] 用洢蓮絲打淚溝這樣正常嗎？,https://www.pttweb.cc/bbs/facelift/M.1688292310.A.8AA,,2023-07-02T18:05:00,", 6 F 阿你怎麼不回去找楊醫師再補 07/02 20:59 , 6 F 咦！可是這間診所我準備施打的時候還有特地問醫生，他說側面看是凸的才是眼袋，但我 沒有～ 沒去找楊醫師是因為長大了化妝技術比較好 可以把淚溝蓋住，不過之前滑IG看到廣告有 在做優惠就去這間診所諮詢了！","麼不回去找楊醫師,候還有特地問醫生,沒去找楊醫師","可是這間診所,在做優惠就去這間診所",
[心得] 巨星整外 內開眼袋諮詢,https://www.pttweb.cc/bbs/facelift/M.1688111456.A.7CC,,2023-06-30T15:50:00,有問醫生說這樣是開眼袋可以解決嗎? 醫生給了我一些蠻中肯的建議 講話算很直接 沒像評論寫的沒禮貌 對於我準備的很多問題 都有問必答 沒嫌我囉唆 價格合理 該花我很敢花 也不會狂推銷 沒像評論說診所會一直要決定手術時間 大家寫的負評我是真的完全沒遇過,有問醫生,沒像評論說診所,
[心得] 巨星整外 內開眼袋諮詢,https://www.pttweb.cc/bbs/facelift/M.1688111456.A.7CC,,2023-06-30T15:50:00,回家考慮了好幾天、也去詢問了其他間診所 最後回到巨星約時間去處理眼袋 開刀當天跟術後回診的時候 診所人員服務態度都蠻好的,,也去詢問了其他間診所,
[心得] 巨星整外 內開眼袋諮詢,https://www.pttweb.cc/bbs/facelift/M.1688111456.A.7CC,,2023-06-30T15:50:00,", 18 F 看過林院長開過的眼袋案例，真的開完很 07/03 13:47 , 18 F → damedame 07/03 13:47,",看過林院長,,
[心得] 巨星整外 內開眼袋諮詢,https://www.pttweb.cc/bbs/facelift/M.1688111456.A.7CC,,2023-06-30T15:50:00,", 23 F 男友媽媽有去找林院長處理抽脂+眼袋 開完 07/04 13:23 , 23 F → TZUCHI 07/04 13:23,",媽媽有去找林院長,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1687863522.A.1AB,,2023-06-27T18:58:00,[問題] 眼袋手術醫師選擇 - 看板facelift - PTT網頁版,眼袋手術醫師,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1687863522.A.1AB,,2023-06-27T18:58:00,"[問題] 眼袋手術醫師選擇 ＋收藏 分享 看板 facelift 作者 rock19940201 (聖旨) 時間 2年前 發表 (2023/06/27 18:58) , 2年前 編輯 推噓 1 ( 1 推 0 噓 1 → ) 留言 2則, 1人 參與 , 2年前 最新 討論串 2/2 (看更多) 說明",眼袋手術醫師,,
[問題] 眼袋內開補脂+法令紋補脂,https://www.pttweb.cc/bbs/facelift/M.1687793390.A.B11,,2023-06-26T23:29:00,醫生看完我的眼袋和法令紋之後 有的建議內開+外修皮 有的建議外開+修皮,,,
[問題] 眼袋內開補脂+法令紋補脂,https://www.pttweb.cc/bbs/facelift/M.1687793390.A.B11,,2023-06-26T23:29:00,後來考了我還是決定內開就好，不修皮 醫生會抽腹部脂肪補淚溝跟蘋果肌,,,
[問題] 眼袋內開補脂+法令紋補脂,https://www.pttweb.cc/bbs/facelift/M.1687793390.A.B11,,2023-06-26T23:29:00,先謝謝大家回應 幫助我這個第一次踏進醫美診所就想割眼袋的人,,幫助我這個第一次踏進醫美診所,
[討論] 眼袋手術，推薦哪個醫師好?內有選手,https://www.pttweb.cc/bbs/facelift/M.1687098206.A.F39,,2023-06-18T22:23:00,[討論] 眼袋手術，推薦哪個醫師好?內有選手 - 看板facelift - PTT網頁版,推薦哪個醫師,,
[討論] 眼袋手術，推薦哪個醫師好?內有選手,https://www.pttweb.cc/bbs/facelift/M.1687098206.A.F39,,2023-06-18T22:23:00,"[討論] 眼袋手術，推薦哪個醫師好?內有選手 ＋收藏 分享 看板 facelift 作者 boba2415 (hz_165) 時間 2年前 發表 (2023/06/18 22:23) , 編輯 推噓 4 ( 4 推 0 噓 6 → ) 留言 10則, 4人 參與 , 2年前 最新 討論串 1/1",推薦哪個醫師,,
[討論] 眼袋手術，推薦哪個醫師好?內有選手,https://www.pttweb.cc/bbs/facelift/M.1687098206.A.F39,,2023-06-18T22:23:00,", 5 F 推薦2 在諮詢的時候王醫師把內開外開 06/19 18:09 , 5 F → devil8411 06/19 18:09,",諮詢的時候王醫師,,
[問題] 眼袋內開補脂後兩週恢復狀況,https://www.pttweb.cc/bbs/facelift/M.1686897192.A.4AB,,2023-06-16T14:33:00,兩週前在高雄給版上有名的姚院長做眼袋內開+補脂手術,版上有名的姚院長,,高雄
[問題] 眼袋手術後遺症or副作用疑慮?,https://www.pttweb.cc/bbs/facelift/M.1686884249.A.AA6,,2023-06-16T10:57:00,"請問有做過眼袋手術的大家, 手術本身會有副作用嗎? 有先諮詢過一間診所, 醫師是說我 的眼袋淚溝比較嚴重, 只做微整大概只能改善六成, 手術才有辦法完全改善 , 很心動但 還有點猶豫 , 因為有看過那種紅腫或血瘀的 , 雖然成功的案例也很多, 但畢竟是眼部, 所以想多謹慎一點...",,有先諮詢過一間診所,
[問題] 眼袋選林寶源還是林子宇,https://www.pttweb.cc/bbs/facelift/M.1686784551.A.378,,2023-06-15T07:15:00,想開眼袋 已做足功課 我在台中 剛好兩位醫師最近台中都有診 我也都諮詢過 林寶源醫師是兩週來一次台中 林子宇是一週來一次 不知道這樣對術後是不是有影響 但林寶源醫師的診所諮詢師告訴我 拆線是護士拆即可 不用等醫師 不曉得有沒有給兩位醫師開過眼袋的經驗分享（已爬文） 推廣哪位呢 感謝願意撥空回覆,"剛好兩位醫師,林寶源醫師,但林寶源醫師,不用等醫師,有沒有給兩位醫師",但林寶源醫師的診所,台中
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1686230894.A.6CE,,2023-06-08T21:28:00,[問題] 眼袋手術醫師選擇 - 看板facelift - PTT網頁版,眼袋手術醫師,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1686230894.A.6CE,,2023-06-08T21:28:00,"[問題] 眼袋手術醫師選擇 ＋收藏 分享 看板 facelift 作者 whes84162 (Q) 時間 2年前 發表 (2023/06/08 21:28) , 編輯 推噓 2 ( 2 推 0 噓 12 → ) 留言 14則, 5人 參與 , 2年前 最新 討論串 1/2 (看更多) 說明",眼袋手術醫師,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1686230894.A.6CE,,2023-06-08T21:28:00,之前有諮詢過如一的蕭醫師 是建議眼袋內開就好 不需補脂 印象中好像是因爲如果補脂看起來眼睛會變小？,詢過如一的蕭醫師,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1686230894.A.6CE,,2023-06-08T21:28:00,選手二是 劉昌杰醫師 他建議眼袋內開+補脂 因為有淚溝及黑眼圈的問題,劉昌杰醫師,,
[問題] 眼袋手術醫師選擇,https://www.pttweb.cc/bbs/facelift/M.1686230894.A.6CE,,2023-06-08T21:28:00,因為比較少聽到劉醫師眼袋術後的分享 還是有點猶豫選擇,比較少聽到劉醫師,,
[問題] 高雄眼袋內開詢問,https://www.pttweb.cc/bbs/facelift/M.1685975888.A.433,,2023-06-05T22:38:00,2.時OO期 姚O發 一樣是眼袋內開+自體脂肪補淚溝與蘋果肌 這樣是6W 但姚院長是說不用貼膠帶也不用冷熱敷，以免影響脂肪吸收 照片看起來就比較腫，感覺容易被同事發現 (院長也有說考量到脂肪會被吸收，所以補的脂肪量會多一些) 不知道大家對於貼不貼膠帶以及是否要冰敷這兩點有什麼看法呢？ 爬了文後再去問醫師，我就有點困惑了。 恢復期院長是抓三個月(每個人恢復的時間不同，他覺得抓三個月比較保險) 就是術後一周、一個月、兩個月跟三個月都各回診一次，感覺蠻仔細的； 但就是這三個月內都不能彎腰低頭洗頭髮，眼睛也不能碰水。 這部...,"但姚院長,了文後再去問醫師,恢復期院長",,
[問題] 高雄眼袋內開詢問,https://www.pttweb.cc/bbs/facelift/M.1685975888.A.433,,2023-06-05T22:38:00,1號醫師是我醫美達人朋友力推的，但價格實在太高我下不了手； 2號跟3號則是每次提到高雄眼袋手術都有壓倒性好評的雙塔 (也有看到少數留言看起來是不甚成功的案例啦) 現在感到很困惑不知道該怎辦，到底貼或不貼膠帶哪個比較好 有經驗的前輩們能不能給我一些更深入的回饋呢？ 謝謝大家~~~,1號醫師,1號醫師是我醫美,高雄
[問題] 眼袋手術做完凹陷機率大嗎？,https://www.pttweb.cc/bbs/facelift/M.1685333746.A.C31,,2023-05-29T12:15:00,", 9 F 我也是給李醫師開眼袋!!我是用眼袋的脂 05/30 16:00 , 9 F → wuyeeeyo 05/30 16:00,",我也是給李醫師,,
[問題] 求推薦台南眼袋醫師,https://www.pttweb.cc/bbs/facelift/M.1685100009.A.6A2,,2023-05-26T19:20:00,[問題] 求推薦台南眼袋醫師 - 看板facelift - PTT網頁版,推薦台南眼袋醫師,,台南
[問題] 求推薦台南眼袋醫師,https://www.pttweb.cc/bbs/facelift/M.1685100009.A.6A2,,2023-05-26T19:20:00,"[問題] 求推薦台南眼袋醫師 ＋收藏 分享 看板 facelift 作者 lily1990215 (我相信~音樂) 時間 2年前 發表 (2023/05/26 19:20) , 2年前 編輯 推噓 11 ( 11 推 0 噓 24 → ) 留言 35則, 12人 參與 , 最新 討論串 1/1",推薦台南眼袋醫師,,台南
[問題] 求推薦台南眼袋醫師,https://www.pttweb.cc/bbs/facelift/M.1685100009.A.6A2,,2023-05-26T19:20:00,", 9 F 不錯，又在同一家請醫生幫我開眼袋。我 05/27 17:42 , 9 F → pony2129 05/27 17:42,",又在同一家請醫生,,
[問題] 求推薦台南眼袋醫師,https://www.pttweb.cc/bbs/facelift/M.1685100009.A.6A2,,2023-05-26T19:20:00,", 25 F https://i.imgur.com/dZNCWEk.jpeg 05/29 09:47 , 25 F 推 zyli 06/09 15:12, , 26 F 眼袋版上很多很兩極的醫師超怕，所以最後很 06/09 15:12 , 26 F → zyli 06/09 15:12, , 27 F 認真諮詢很多間，後來選擇非凡X水的蔡醫師做 06/09 15:12 , 27 F → zyli 06/09 15:12, , 28 F 過眼袋手術+淚溝回填，做完的確沒有眼袋了， 06/09 15:12 , 28 ...","很多很兩極的醫師,非凡X水的蔡醫師,手術但是很吃醫師",,台北
[問題] 黑眼圈跟淚溝深深困擾著我,https://www.pttweb.cc/bbs/facelift/M.1685011544.A.FCA,,2023-05-25T18:45:00,我覺得自己的淚溝跟黑眼圈還蠻明顯的 硬要說的話其實就跟Cindy一樣，眼窩下有一個凹陷 所以會顯得淚溝蠻明顯的 最近很想直接去找醫美解救一勞永逸 不然每次化妝遮瑕遮個老半天也是蠻煩的 原本想打一般的玻尿酸 但爬文的時候有看到晶瓷鑽無針玻尿酸這個東西 覺得無針蠻新奇的，而且聽說無侵入性 很好奇這個打起來跟一般的玻尿酸有差別嗎？ 感覺這種技術蠻新穎的，有大大試過嗎？,,最近很想直接去找醫美,
[問題] 黑眼圈跟淚溝深深困擾著我,https://www.pttweb.cc/bbs/facelift/M.1685011544.A.FCA,,2023-05-25T18:45:00,", 2 F 也很自然 可找星和 王德生 05/26 16:27 , 2 F 推 bettyin68 05/28 18:29, , 3 F 如果凹陷明顯的話還是打玻尿酸成效比較 05/28 18:29 , 3 F → bettyin68 05/28 18:30, , 4 F 好吧 我固定打水無痕 維持時間可以 也 05/28 18:30 , 4 F → bettyin68 05/28 18:30, , 5 F 沒什麼副作用 你說的無針玻尿酸不知道 05/28 18:30 , 5 F → bettyin68 05/28...",極緻杜醫師,,
[討論] 求眼袋手術完2年以上的分享,https://www.pttweb.cc/bbs/facelift/M.1684994035.A.D9D,,2023-05-25T13:53:00,", 3 F 給錢醫師做眼袋，目前快滿2年，沒特別保 05/26 15:12 , 3 F → duckaydo 05/26 15:12,",給錢醫師,,
[討論] 求眼袋手術完2年以上的分享,https://www.pttweb.cc/bbs/facelift/M.1684994035.A.D9D,,2023-05-25T13:53:00,", 7 F 保養 05/26 17:44 , 7 F 推 chumii 05/29 00:51, , 8 F 我開完3年，是回推沒有補脂，到現在效果 05/29 00:51 , 8 F → chumii 05/29 00:51, , 9 F 都很好。開完腫了2週以上、3個月眼睛往下 05/29 00:51 , 9 F → chumii 05/29 00:51, , 10 F 看會有異物感，過了就好。當初是在佳醫找 05/29 00:51 , 10 F → chumii 05/29 00:51, , 11 F 李院長...","才決定要給李院長,給錢逸群醫師,媽在曼都給李院長",,
[問題] 眼袋內開或玻尿酸的選擇,https://www.pttweb.cc/bbs/facelift/M.1684829409.A.5C9,,2023-05-23T16:10:00,這三年連續生了兩個小孩 黑眼圈跟淚溝真的很明顯 近期諮詢了不少醫美診所 想要改善 有幾位醫生都有建議眼袋手術或玻尿酸 也有到如一 諮詢過蕭醫師 她建議只需做眼袋內開就好 不需補脂,"有幾位醫生,諮詢過蕭醫師",近期諮詢了不少醫美診所,
[問題] 眼袋內開或玻尿酸的選擇,https://www.pttweb.cc/bbs/facelift/M.1684829409.A.5C9,,2023-05-23T16:10:00,", 5 F 只有淚溝沒眼袋(或很小)可打填充補起來 05/23 19:09 , 5 F 諮詢過醫生 蕭醫師認為ㄧ眼輕度 ㄧ眼中度 她認為不需補脂喔 這樣打填充會比較適合嗎",諮詢過醫生,,
[問題] 眼袋內開或玻尿酸的選擇,https://www.pttweb.cc/bbs/facelift/M.1684829409.A.5C9,,2023-05-23T16:10:00,", 13 F 眼袋手術 05/26 09:39 , 13 F 推 moyafan 08/09 14:17, , 14 F 直接做眼袋手術。年初給曼都的李院長做 08/09 14:17 , 14 F → moyafan 08/09 14:17, , 15 F 完眼袋之後淚溝就沒那麼明顯了，而且臥 08/09 14:17 , 15 F → moyafan 08/09 14:17, , 16 F 蠶變得很好看 08/09 14:17 , 16 F ‣ 返回看板 [ facelift ] 美容 ‣ 更多 whes84162...",初給曼都的李院長,,
[問題] 眼袋內開+補脂會有什麼後遺症嗎,https://www.pttweb.cc/bbs/facelift/M.1684809757.A.095,,2023-05-23T10:42:00,", 27 F 因為我才內開不到一個月，暫時不敢推薦醫師 05/23 21:06 , 27 F 推 ccoca 05/23 21:08,",暫時不敢推薦醫師,,
[問題] 眼袋內開+補脂會有什麼後遺症嗎,https://www.pttweb.cc/bbs/facelift/M.1684809757.A.095,,2023-05-23T10:42:00,", 45 F 王樹偉?好像在哪裡看過新聞?? 06/02 18:24 , 45 F 推 Dorrit 07/24 14:12, , 46 F 還是老話一句，醫生會不會做差很多 我在 07/24 14:12 , 46 F → Dorrit 07/24 14:12, , 47 F 曼都給李院長做高階眼袋手術，眼周平整之 07/24 14:12 , 47 F → Dorrit 07/24 14:12, , 48 F 後臥蠶也變得更明顯，覺得自己看起來比術 07/24 14:12 , 48 F → Dorrit 07/24...",曼都給李院長,,
[分享] 跟阿姨感掰掰，眼袋掰掰!!!,https://www.pttweb.cc/bbs/facelift/M.1684232554.A.3DD,,2023-05-16T18:22:00,", 12 F 您好～～方便了解一下您開眼袋的醫院還有 05/18 08:52 , 12 F 推 ellehu4821 05/18 09:36,",,方便了解一下您開眼袋的醫院,
[問題] 請問王樹偉醫生的眼袋推薦嗎?,https://www.pttweb.cc/bbs/facelift/M.1683736091.A.D12,,2023-05-11T00:28:00,[問題] 請問王樹偉醫生的眼袋推薦嗎? - 看板facelift - PTT網頁版,請問王樹偉醫生,,
[問題] 請問王樹偉醫生的眼袋推薦嗎?,https://www.pttweb.cc/bbs/facelift/M.1683736091.A.D12,,2023-05-11T00:28:00,"[問題] 請問王樹偉醫生的眼袋推薦嗎? ＋收藏 分享 看板 facelift 作者 s47405655 (kung) 時間 2年前 發表 (2023/05/11 00:28) , 編輯 推噓 2 ( 2 推 0 噓 5 → ) 留言 7則, 2人 參與 , 2年前 最新 討論串 1/1",請問王樹偉醫生,,
[問題] 請問王樹偉醫生的眼袋推薦嗎?,https://www.pttweb.cc/bbs/facelift/M.1683736091.A.D12,,2023-05-11T00:28:00,「你最近看起來好累喔！」「你眼袋好大喔！」 滿常聽到講話真心的朋友跟我這樣說 可能朋友是個勤奮保養的醫美達人，總是會無意間提到有關臉上的一些問題 想動眼袋的想法早就超級久了，不過就是沒那個衝動 自己之前也只敢做非侵入式的療程 最近總算鼓起勇氣要來做眼袋手術 不過最重要的考量還是醫生的技術 爬文看過眼袋推薦的醫生，目前覺得王樹偉醫生的案例差異超大 想問問有人給王樹偉醫生做眼袋手術嗎？是否推薦呢？,"要的考量還是醫生,過眼袋推薦的醫生,前覺得王樹偉醫生,有人給王樹偉醫生",可能朋友是個勤奮保養的醫美,
[問題] 請問王樹偉醫生的眼袋推薦嗎?,https://www.pttweb.cc/bbs/facelift/M.1683736091.A.D12,,2023-05-11T00:28:00,", 1 F 我前陣子有分享給王樹偉醫生做的眼袋 05/12 22:37 , 1 F → devil8411 05/12 22:38,",分享給王樹偉醫生,,
[建議] 眼袋內開+補脂千萬別低頭,https://www.pttweb.cc/bbs/facelift/M.1682044844.A.171,,2023-04-21T10:40:00,前天剛在格嘉做完眼袋內開手術 擺脫無精神拋拋眼（先讚嘆醫生技術術後腫脹超不明顯） 因為蘋果肌沒有太飽滿的狀況下 選擇加上補脂才不會太過凹陷 就在我術後第三天可能是太鬆懈了 於是就低頭划手機滑了快10分鐘 現在想起來還是很笨R 去照鏡子整個傻眼 眼睛裡面都是血…… 一度還以為自己失明 視線整個很模糊（幸好沒瞎掉） 奉勸各位想做眼袋手術或正準備做眼袋手術的人 千萬別低頭QQ,先讚嘆醫生,,
[建議] 眼袋內開+補脂千萬別低頭,https://www.pttweb.cc/bbs/facelift/M.1682044844.A.171,,2023-04-21T10:40:00,", 8 F 問一下 做眼袋手術是不是都需要補脂? 04/21 15:51 , 8 F 不一定喔 像我是因為蘋果肌實在太凹了才需要補脂 醫師有特別說明",,,
[分享] 過30後終於下定決心做的眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1681710503.A.9E2,,2023-04-17T13:48:00,診所的選擇上我是直接問在醫美工作的朋友 還有自己上網查過幾家 不過沒有諮詢太多間 單純上網爬了很多眼袋的相關資料 確保自己不會因為眼袋手術失明後XD 就決心手術了 拍完術前照後，醫生開始解說如何進行手術 以及手術進行可能的狀況、術後的情形 一開始完全沒有緊張，直到進入冰冷的手術室 一個人躺在手術台上，開始莫名的感到不安 護士開始進行消毒，講解手術前的準備 突然有點後悔沒有選擇睡眠麻醉,,診所的選擇上我是直接問在醫美,
[分享] 過30後終於下定決心做的眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1681710503.A.9E2,,2023-04-17T13:48:00,麻醉部分在臉上跟肚子都有，臉比較痛刺刺的 為什麼要肚子麻醉？因為我的眼下偏凹 醫生說如果我只取眼袋沒補脂肪的話 我看起來很老 所以建議我取一點肚子脂肪補在淚溝 其實比較想取脂大腿，因為大腿肉偏多，不過醫生說這種不是抽脂不會有什麼變化 取脂過程當中是臉被針刺的感覺，再來就是肚子會一直被揉 不會很痛，但那感覺說不上來 手術當中偶爾會聞到燒焦的味道，他們說是要電燒幫忙止血 比較不舒服就是加打麻藥跟取肚子脂肪的時候 醫生護士會一直跟你閒聊，可能想轉移注意力？ 但很痛又要講話實在很難一心二用 手術時間其實蠻快的 當我起身的時...,不過醫生,,
[問題] 這樣內開眼袋失敗了嗎？,https://www.pttweb.cc/bbs/facelift/M.1681625047.A.654,,2023-04-16T14:04:00,我是2/22手術的， 3月底回診，醫師說很成功， 不需再回診，我也感覺眼袋有清乾淨， 雖然黑眼圈還是很重， 但這樣的結果我還蠻滿意的。,,,
[問題] 這樣內開眼袋失敗了嗎？,https://www.pttweb.cc/bbs/facelift/M.1681625047.A.654,,2023-04-16T14:04:00,跟咨詢師Line詢問後醫師比較忙， 所以要等到四月底才能回診詢問， 現在每天照鏡子都覺得看了好難過， 雖然醫師之前說要的三個月才會完全定型， 但看大家的案例都大概一個月左右， 就好的差不多了， 現在雖然已經比手術前好多了， 但是我很討厭的兩層還是沒改善… 那個不是天生的， 是後來眼袋變大才出現的， 有版友有類似情形，後來成功解決的嗎？,"ine詢問後醫師,雖然醫師",,
[問題] 這樣內開眼袋失敗了嗎？,https://www.pttweb.cc/bbs/facelift/M.1681625047.A.654,,2023-04-16T14:04:00,", 13 F 醫生也是建議要淚溝蘋果肌補脂 04/17 15:45 , 13 F → seamaple 04/17 18:07,",,,
[問題] 這樣內開眼袋失敗了嗎？,https://www.pttweb.cc/bbs/facelift/M.1681625047.A.654,,2023-04-16T14:04:00,", 15 F 完全平 04/17 18:07 , 15 F 之前術後一個月去回診的時候， 也是有跟醫師反應淚溝的部分好像沒有很平 還是蠻深的，但醫師是說我的蒙古摺太明顯， 所以那個看起來像淚溝的部分， 其實是蒙古摺造成的陰影？！ 如果淚溝再補的話就會凸起來，反而不好看",也是有跟醫師,,
[問題] 這樣內開眼袋失敗了嗎？,https://www.pttweb.cc/bbs/facelift/M.1681625047.A.654,,2023-04-16T14:04:00,醫師算是蠻有名的醫師， 而且我主要追求的是不要有眼袋， 不要笑起來有兩層， 所以淚溝的部分我反而沒有很介意， 是因為現在忽然又2層跑出來了， 我才覺得難道失敗了QQ 四月底回診完我會再回覆， 醫師是怎麼說的～,算是蠻有名的醫師,,
[心得] 眼袋手術修復期分享,https://www.pttweb.cc/bbs/facelift/M.1681224100.A.EED,,2023-04-11T22:41:00,我想開眼袋好幾年了~ 連我婆婆七十幾歲都去開了 只是她是去醫院 不是走醫美診所 總之 我覺得這手術已經蠻成熟的 我主要不想要被同事發現而已 因此我特別在意修復期 再我看完PTT跟低卡的眼袋分享之後 盤算著可能發生的情況 我就約了3/31開了 想說放了5天連假 網路上多數這時候都可以遮一下 然後撐個2天 又可以周末 之後下周一(第10天)上班 多數都說都不會被發現了,,"只是她是去醫院,不是走醫美診所",
[心得] 眼袋手術修復期分享,https://www.pttweb.cc/bbs/facelift/M.1681224100.A.EED,,2023-04-11T22:41:00,好吧 這下子我老公說小孩才藝課他帶去 叫我趕快去看眼科 後來眼科說傷口很好啊 他覺得下周就不會了 但他沒另外說啥 診所之後也打給我 說 他們問過醫生 開完眼袋 7-14天 裡面都還是可能會有血液跟組織液 但也有說 像我這麼晚才這麼大量湧出的 是比較少,他們問過醫生,會了 但他沒另外說啥 診所之後也打給我 說,
[分享] 眼袋掰掰！眼袋內開手術心得,https://www.pttweb.cc/bbs/facelift/M.1680358827.A.F9B,,2023-04-01T22:20:00,醫師講了一個判定的準則，但我沒聽懂， 結論就是甲狀腺應該沒有問題。 是因為蘋果肌脂肪流失， 加上眼袋， 外觀上就覺得眼睛凸凸的。,,,
[分享] 眼袋掰掰！眼袋內開手術心得,https://www.pttweb.cc/bbs/facelift/M.1680358827.A.F9B,,2023-04-01T22:20:00,預約了手術時間後， 我才開始在版上做功課， 也因為版友的分享， 決定前往第二間醫美診所諮詢。 得到的建議是一致的， 甚至第二間診所的醫師認為只要填補蘋果肌的脂肪就能改善八成的狀況。 但我心一橫，決定選擇較全面的療程—— 內開眼袋+腹部脂肪回填蘋果肌。 也決定在第二間診所進行手術。 （因為第二間診所的手術時間剛好能搭上我的休假假期；費用也較沒有負擔，在諮詢時醫 師也很有耐心）,第二間診所的醫師,"決定前往第二間醫美診所,甚至第二間診所,也決定在第二間診所,因為第二間診所",
[問題] 求台中淚溝、蘋果肌補脂的醫生,https://www.pttweb.cc/bbs/facelift/M.1680154982.A.51A,,2023-03-30T13:43:00,[問題] 求台中淚溝、蘋果肌補脂的醫生 - 看板facelift - PTT網頁版,蘋果肌補脂的醫生,,台中
[問題] 求台中淚溝、蘋果肌補脂的醫生,https://www.pttweb.cc/bbs/facelift/M.1680154982.A.51A,,2023-03-30T13:43:00,"[問題] 求台中淚溝、蘋果肌補脂的醫生 ＋收藏 分享 看板 facelift 作者 amy830611amy (立可白) 時間 3年前 發表 (2023/03/30 13:43) , 編輯 推噓 0 ( 0 推 0 噓 0 → ) 留言 0則, 0人 參與 , 最新 討論串 1/1",蘋果肌補脂的醫生,,台中
[問題] 求台中淚溝、蘋果肌補脂的醫生,https://www.pttweb.cc/bbs/facelift/M.1680154982.A.51A,,2023-03-30T13:43:00,不要填充物要自體脂肪補脂，但因為是補脂所以希望是會抽補脂的醫生，不希望被填到失敗。,是會抽補脂的醫生,,
[問題] 求台中淚溝、蘋果肌補脂的醫生,https://www.pttweb.cc/bbs/facelift/M.1680154982.A.51A,,2023-03-30T13:43:00,目前查到的有 1.佳思優 李博文 （有五合一眼袋手術會補蘋果肌） 2.聖緹雅 周杰 3.采妍整形外科診所 吳肇權,,采妍整形外科診所,
[問題] 高雄眼袋診所選擇,https://www.pttweb.cc/bbs/facelift/M.1680146431.A.187,,2023-03-30T11:20:00,[問題] 高雄眼袋診所選擇 - 看板facelift - PTT網頁版,,高雄眼袋診所,高雄
